player_name,team_name,player_height,country,draft_year,draft_round,college,age,season
Tremaine Fowlkes,Los Angeles Clippers,203.2,USA,1998,2,Fresno State,26.0,2001-02
Tyson Chandler,Chicago Bulls,215.9,USA,2001,1,,19.0,2001-02
Travis Knight,New York Knicks,213.36,USA,1996,1,Connecticut,27.0,2001-02
Trajan Langdon,Cleveland Cavaliers,190.5,USA,1999,1,Duke,26.0,2001-02
Tracy Murray,Toronto Raptors,200.66,USA,1992,1,UCLA,30.0,2001-02
Tracy McGrady,Orlando Magic,203.2,USA,1997,1,,23.0,2001-02
Tony Parker,San Antonio Spurs,187.96,France,2001,1,,20.0,2001-02
Tony Massenburg,Memphis Grizzlies,205.74,USA,1990,2,Maryland,34.0,2001-02
Tony Delk,Boston Celtics,187.96,USA,1996,1,Kentucky,28.0,2001-02
Tony Battie,Boston Celtics,210.82,USA,1997,1,Texas Tech,26.0,2001-02
Travis Best,Chicago Bulls,180.34,USA,1995,1,Georgia Tech,29.0,2001-02
Victor Alexander,Detroit Pistons,208.28,USA,1991,1,Iowa State,32.0,2001-02
Vin Baker,Seattle SuperSonics,210.82,USA,1993,1,Hartford,30.0,2001-02
Vince Carter,Toronto Raptors,198.12,USA,1998,1,North Carolina,25.0,2001-02
Zendon Hamilton,Denver Nuggets,210.82,USA,Undrafted,Undrafted,St. John's (NY),27.0,2001-02
Zeljko Rebraca,Detroit Pistons,213.36,Yugoslavia,1994,2,,30.0,2001-02
Zach Randolph,Portland Trail Blazers,205.74,USA,2001,1,Michigan State,20.0,2001-02
William Avery,Minnesota Timberwolves,187.96,USA,1999,1,Duke,22.0,2001-02
Will Solomon,Memphis Grizzlies,185.42,USA,2001,2,Clemson,23.0,2001-02
Wesley Person,Cleveland Cavaliers,198.12,USA,1994,1,Auburn,31.0,2001-02
Wang Zhi-zhi,Dallas Mavericks,215.9,China,1999,2,,24.0,2001-02
Walter McCarty,Boston Celtics,208.28,USA,1996,1,Kentucky,28.0,2001-02
Walt Williams,Houston Rockets,203.2,USA,1992,1,Maryland,32.0,2001-02
Wally Szczerbiak,Minnesota Timberwolves,200.66,USA,1999,1,Miami (OH),25.0,2001-02
Voshon Lenard,Denver Nuggets,193.04,USA,1994,2,Minnesota,29.0,2001-02
Vonteego Cummings,Philadelphia 76ers,190.5,USA,1999,1,Pittsburgh,26.0,2001-02
Vladimir Stepania,Miami Heat,213.36,Georgia,1998,1,,26.0,2001-02
Vladimir Radmanovic,Seattle SuperSonics,208.28,Serbia,2001,1,,21.0,2001-02
Vlade Divac,Sacramento Kings,215.9,Serbia and Montenegro,1989,1,,34.0,2001-02
Vitaly Potapenko,Boston Celtics,208.28,Ukraine,1996,1,Wright State,27.0,2001-02
Vinny Del Negro,Phoenix Suns,193.04,USA,1988,2,North Carolina State,35.0,2001-02
Toni Kukoc,Atlanta Hawks,210.82,Croatia,1990,2,,33.0,2001-02
Tom Gugliotta,Phoenix Suns,208.28,USA,1992,1,North Carolina State,32.0,2001-02
Todd MacCulloch,New Jersey Nets,213.36,Canada,1999,2,Washington,26.0,2001-02
Tim Thomas,Milwaukee Bucks,208.28,USA,1997,1,Villanova,25.0,2001-02
Slava Medvedenko,Los Angeles Lakers,208.28,Ukraine,Undrafted,Undrafted,,23.0,2001-02
Shawnelle Scott,Denver Nuggets,208.28,USA,1994,2,St. John's (NY),30.0,2001-02
Shawn Marion,Phoenix Suns,200.66,USA,1999,1,Nevada-Las Vegas,24.0,2001-02
Shawn Kemp,Portland Trail Blazers,208.28,USA,1989,1,Trinity Valley Community College,32.0,2001-02
Shawn Bradley,Dallas Mavericks,228.6,USA,1993,1,Brigham Young,30.0,2001-02
Shareef Abdur-Rahim,Atlanta Hawks,205.74,USA,1996,1,California,25.0,2001-02
Shaquille O'Neal,Los Angeles Lakers,215.9,USA,1992,1,Louisiana State,30.0,2001-02
Shane Battier,Memphis Grizzlies,203.2,USA,2001,1,Duke,23.0,2001-02
Shandon Anderson,New York Knicks,198.12,USA,1996,2,Georgia,28.0,2001-02
Shammond Williams,Seattle SuperSonics,185.42,USA,1998,2,North Carolina,27.0,2001-02
Sean Rooks,Los Angeles Clippers,208.28,USA,1992,2,Arizona,32.0,2001-02
Sean Marks,Miami Heat,208.28,New Zealand,1998,2,California,26.0,2001-02
Scottie Pippen,Portland Trail Blazers,200.66,USA,1987,1,Central Arkansas,36.0,2001-02
Scott Williams,Denver Nuggets,208.28,USA,Undrafted,Undrafted,North Carolina,34.0,2001-02
Scott Padgett,Utah Jazz,205.74,USA,1999,1,Kentucky,26.0,2001-02
Scot Pollard,Sacramento Kings,210.82,USA,1997,1,Kansas,27.0,2001-02
Samuel Dalembert,Philadelphia 76ers,210.82,Haiti,2001,1,Seton Hall,22.0,2001-02
Speedy Claxton,Philadelphia 76ers,180.34,USA,2000,1,Hofstra,24.0,2001-02
Sam Mitchell,Minnesota Timberwolves,200.66,USA,1985,3,Mercer,38.0,2001-02
Stacey Augmon,Charlotte Hornets,203.2,USA,1991,1,Nevada-Las Vegas,33.0,2001-02
Stephon Marbury,Phoenix Suns,187.96,USA,1996,1,Georgia Tech,25.0,2001-02
Tim James,Philadelphia 76ers,200.66,USA,1999,1,Miami (FL),25.0,2001-02
Tim Hardaway,Denver Nuggets,182.88,USA,1989,1,Texas-El Paso,35.0,2001-02
Tim Duncan,San Antonio Spurs,213.36,US Virgin Islands,1997,1,Wake Forest,26.0,2001-02
Tierre Brown,Houston Rockets,187.96,USA,Undrafted,Undrafted,McNeese State,23.0,2001-02
Theo Ratliff,Atlanta Hawks,208.28,USA,1995,1,Wyoming,29.0,2001-02
Terry Porter,San Antonio Spurs,190.5,USA,1985,1,Wisconsin-Stevens Point,39.0,2001-02
Terrell Brandon,Minnesota Timberwolves,180.34,USA,1991,1,Oregon,32.0,2001-02
Terence Morris,Houston Rockets,205.74,USA,2001,2,Maryland,23.0,2001-02
Tariq Abdul-Wahad,Dallas Mavericks,198.12,France,1997,1,San Jose State,27.0,2001-02
Tang Hamilton,Miami Heat,203.2,USA,Undrafted,Undrafted,Mississippi State,24.0,2001-02
Stromile Swift,Memphis Grizzlies,205.74,USA,2000,1,Louisiana State,22.0,2001-02
Mark Pope,Milwaukee Bucks,208.28,USA,1996,2,Kentucky,29.0,2001-02
Steven Hunter,Orlando Magic,208.28,USA,2001,1,DePaul,20.0,2001-02
Steve Nash,Dallas Mavericks,190.5,Canada,1996,1,Santa Clara,28.0,2001-02
Steve Kerr,Portland Trail Blazers,190.5,USA,1988,2,Arizona,36.0,2001-02
Steve Goodrich,New Jersey Nets,208.28,USA,Undrafted,Undrafted,Princeton,26.0,2001-02
Steve Francis,Houston Rockets,190.5,USA,1999,1,Maryland,25.0,2001-02
Stephen Jackson,San Antonio Spurs,203.2,USA,1997,2,Butler Community College,24.0,2001-02
Mark Madsen,Los Angeles Lakers,205.74,USA,2000,1,Stanford,26.0,2001-02
Kevin Ollie,Indiana Pacers,187.96,USA,Undrafted,Undrafted,Connecticut,29.0,2001-02
Mark Bryant,San Antonio Spurs,205.74,USA,1988,1,Seton Hall,37.0,2001-02
Greg Anthony,Milwaukee Bucks,185.42,USA,1991,1,Nevada-Las Vegas,34.0,2001-02
Grant Long,Memphis Grizzlies,205.74,USA,1988,2,Eastern Michigan,36.0,2001-02
Grant Hill,Orlando Magic,203.2,USA,1994,1,Duke,29.0,2001-02
Glenn Robinson,Milwaukee Bucks,200.66,USA,1994,1,Purdue,29.0,2001-02
Glen Rice,Houston Rockets,203.2,USA,1989,1,Michigan,35.0,2001-02
Gilbert Arenas,Golden State Warriors,190.5,USA,2001,2,Arizona,20.0,2001-02
Gerald Wallace,Sacramento Kings,200.66,USA,2001,1,Alabama,19.0,2001-02
Greg Buckner,Dallas Mavericks,193.04,USA,1998,2,Clemson,25.0,2001-02
George McCloud,Denver Nuggets,203.2,USA,1989,1,Florida State,35.0,2001-02
Gary Trent,Minnesota Timberwolves,203.2,USA,1995,1,Ohio,27.0,2001-02
Gary Payton,Seattle SuperSonics,193.04,USA,1990,1,Oregon State,33.0,2001-02
Fred Hoiberg,Chicago Bulls,195.58,USA,1995,2,Iowa State,29.0,2001-02
Felton Spencer,New York Knicks,213.36,USA,1990,1,Louisville,34.0,2001-02
Felipe Lopez,Minnesota Timberwolves,195.58,Dominican Republic,1998,1,St. John's (NY),27.0,2001-02
Evan Eschmeyer,Dallas Mavericks,210.82,USA,1999,2,Northwestern,27.0,2001-02
Etan Thomas,Washington Wizards,208.28,USA,2000,1,Syracuse,24.0,2001-02
George Lynch,Charlotte Hornets,203.2,USA,1993,1,North Carolina,31.0,2001-02
Greg Foster,Milwaukee Bucks,210.82,USA,1990,2,Texas-El Paso,33.0,2001-02
Greg Ostertag,Utah Jazz,218.44,USA,1995,1,Kansas,29.0,2001-02
Hakeem Olajuwon,Toronto Raptors,213.36,Nigeria,1984,1,Houston,39.0,2001-02
Jalen Rose,Chicago Bulls,203.2,USA,1994,1,Michigan,29.0,2001-02
Jake Voskuhl,Phoenix Suns,210.82,USA,2000,2,Connecticut,24.0,2001-02
Jake Tsakalidis,Phoenix Suns,218.44,Greece,2000,1,,23.0,2001-02
Jahidi White,Washington Wizards,205.74,USA,1998,2,Georgetown,26.0,2001-02
Jacque Vaughn,Atlanta Hawks,185.42,USA,1997,1,Kansas,27.0,2001-02
Jabari Smith,Philadelphia 76ers,210.82,USA,2000,2,Louisiana State,25.0,2001-02
Isaiah Rider,Denver Nuggets,195.58,USA,1993,1,Nevada-Las Vegas,31.0,2001-02
Ira Newble,Atlanta Hawks,200.66,USA,Undrafted,Undrafted,Miami (OH),27.0,2001-02
Ira Bowman,Philadelphia 76ers,195.58,USA,Undrafted,Undrafted,Pennsylvania,29.0,2001-02
Ike Fontaine,Memphis Grizzlies,193.04,USA,Undrafted,Undrafted,Washington State,27.0,2001-02
Ike Austin,Memphis Grizzlies,208.28,USA,1991,2,Arizona State,32.0,2001-02
Hubert Davis,Washington Wizards,195.58,USA,1992,1,North Carolina,32.0,2001-02
Howard Eisley,New York Knicks,187.96,USA,1994,2,Boston College,29.0,2001-02
Horace Grant,Orlando Magic,208.28,USA,1987,1,Clemson,36.0,2001-02
Hedo Turkoglu,Sacramento Kings,203.2,Turkey,2000,1,,23.0,2001-02
Harold Jamison,Los Angeles Clippers,205.74,USA,Undrafted,Undrafted,Clemson,25.0,2001-02
Hanno Mottola,Atlanta Hawks,210.82,Finland,2000,2,Utah,25.0,2001-02
Ervin Johnson,Milwaukee Bucks,210.82,USA,1993,1,New Orleans,34.0,2001-02
Jamaal Magloire,Charlotte Hornets,210.82,Canada,2000,1,Kentucky,24.0,2001-02
Ernest Brown,Miami Heat,213.36,USA,2000,2,Indian Hills Community College,23.0,2001-02
Erick Dampier,Golden State Warriors,210.82,USA,1996,1,Mississippi State,26.0,2001-02
Donyell Marshall,Utah Jazz,205.74,USA,1994,1,Connecticut,29.0,2001-02
Donny Marshall,New Jersey Nets,200.66,USA,1995,2,Connecticut,29.0,2001-02
Donnell Harvey,Denver Nuggets,203.2,USA,2000,1,Florida,21.0,2001-02
Don Reid,Orlando Magic,203.2,USA,1995,2,Georgetown,28.0,2001-02
Dirk Nowitzki,Dallas Mavericks,213.36,Germany,1998,1,,24.0,2001-02
Dion Glover,Atlanta Hawks,195.58,USA,1999,1,Georgia Tech,23.0,2001-02
Dikembe Mutombo,Philadelphia 76ers,218.44,Congo,1991,1,Georgetown,36.0,2001-02
Doug Christie,Sacramento Kings,198.12,USA,1992,1,Pepperdine,32.0,2001-02
Dickey Simpkins,Atlanta Hawks,205.74,USA,1994,1,Providence,30.0,2001-02
Desmond Mason,Seattle SuperSonics,195.58,USA,2000,1,Oklahoma State,24.0,2001-02
Derrick McKey,Philadelphia 76ers,208.28,USA,1987,1,Alabama,35.0,2001-02
Derrick Dial,Toronto Raptors,193.04,USA,1998,2,Eastern Michigan,26.0,2001-02
Derrick Coleman,Philadelphia 76ers,208.28,USA,1990,1,Syracuse,35.0,2001-02
Derek Fisher,Los Angeles Lakers,185.42,USA,1996,1,Arkansas-Little Rock,27.0,2001-02
Derek Anderson,Portland Trail Blazers,195.58,USA,1997,1,Kentucky,27.0,2001-02
Zydrunas Ilgauskas,Cleveland Cavaliers,220.98,Lithuania,1996,1,,27.0,2001-02
Devean George,Los Angeles Lakers,203.2,USA,1999,1,Augsburg,24.0,2001-02
Doug Overton,Los Angeles Clippers,190.5,USA,1991,2,La Salle,32.0,2001-02
Earl Boykins,Los Angeles Clippers,165.1,USA,Undrafted,Undrafted,Eastern Michigan,26.0,2001-02
Earl Watson,Seattle SuperSonics,185.42,USA,2001,2,UCLA,23.0,2001-02
Erick Barkley,Portland Trail Blazers,185.42,USA,2000,1,St. John's (NY),24.0,2001-02
Eric Williams,Boston Celtics,203.2,USA,1995,1,Providence,29.0,2001-02
Eric Snow,Philadelphia 76ers,190.5,USA,1995,2,Michigan State,29.0,2001-02
Eric Piatkowski,Los Angeles Clippers,198.12,USA,1994,1,Nebraska,31.0,2001-02
Eric Montross,Toronto Raptors,213.36,USA,1994,1,North Carolina,30.0,2001-02
Emanual Davis,Atlanta Hawks,195.58,USA,Undrafted,Undrafted,Delaware State,33.0,2001-02
Elton Brand,Los Angeles Clippers,203.2,USA,1999,1,Duke,23.0,2001-02
Elliot Perry,Memphis Grizzlies,182.88,USA,1991,2,Memphis,33.0,2001-02
Eldridge Recasner,Los Angeles Clippers,190.5,USA,1992,Undrafted,Washington,34.0,2001-02
Elden Campbell,Charlotte Hornets,213.36,USA,1990,1,Clemson,33.0,2001-02
Eduardo Najera,Dallas Mavericks,203.2,Mexico,2000,2,Oklahoma,25.0,2001-02
Eddy Curry,Chicago Bulls,210.82,USA,2001,1,,19.0,2001-02
Eddie Robinson,Chicago Bulls,205.74,USA,Undrafted,Undrafted,Central Oklahoma,26.0,2001-02
Eddie Jones,Miami Heat,198.12,USA,1994,1,Temple,30.0,2001-02
Eddie House,Miami Heat,185.42,USA,2000,2,Arizona State,24.0,2001-02
Eddie Griffin,Houston Rockets,208.28,USA,2001,1,Seton Hall,20.0,2001-02
Eddie Gill,Memphis Grizzlies,182.88,USA,Undrafted,Undrafted,Weber State,23.0,2001-02
Erick Strickland,Boston Celtics,190.5,USA,Undrafted,Undrafted,Nebraska,28.0,2001-02
Mark Jackson,New York Knicks,190.5,USA,1987,1,St. John's (NY),37.0,2001-02
Jamaal Tinsley,Indiana Pacers,190.5,USA,2001,1,Iowa State,24.0,2001-02
Jamal Mashburn,Charlotte Hornets,203.2,USA,1993,1,Kentucky,29.0,2001-02
Kwame Brown,Washington Wizards,210.82,USA,2001,1,,20.0,2001-02
Kurt Thomas,New York Knicks,205.74,USA,1995,1,Texas Christian,29.0,2001-02
Kobe Bryant,Los Angeles Lakers,200.66,USA,1996,1,,23.0,2001-02
Kirk Haston,Charlotte Hornets,205.74,USA,2001,1,Indiana,23.0,2001-02
Keyon Dooling,Los Angeles Clippers,190.5,USA,2000,1,Missouri,22.0,2001-02
Kevin Willis,Houston Rockets,213.36,USA,1984,1,Michigan State,39.0,2001-02
Kevin Garnett,Minnesota Timberwolves,210.82,USA,1995,1,,26.0,2001-02
LaPhonso Ellis,Miami Heat,203.2,USA,1992,1,Notre Dame,32.0,2001-02
Kerry Kittles,New Jersey Nets,195.58,USA,1996,1,Villanova,28.0,2001-02
Kenyon Martin,New Jersey Nets,205.74,USA,2000,1,Cincinnati,24.0,2001-02
Kenny Thomas,Houston Rockets,200.66,USA,1999,1,New Mexico,24.0,2001-02
Kenny Satterfield,Denver Nuggets,185.42,USA,2001,2,Cincinnati,21.0,2001-02
Kenny Anderson,Boston Celtics,185.42,USA,1991,1,Georgia Tech,31.0,2001-02
Kendall Gill,Miami Heat,195.58,USA,1990,1,Illinois,34.0,2001-02
Kelvin Cato,Houston Rockets,210.82,USA,1997,1,Iowa State,27.0,2001-02
Keith Van Horn,New Jersey Nets,208.28,USA,1997,1,Utah,26.0,2001-02
Keon Clark,Toronto Raptors,210.82,USA,1998,1,Nevada-Las Vegas,27.0,2001-02
Lamar Odom,Los Angeles Clippers,208.28,USA,1999,1,Rhode Island,22.0,2001-02
Lamond Murray,Cleveland Cavaliers,200.66,USA,1994,1,California,29.0,2001-02
Larry Hughes,Golden State Warriors,195.58,USA,1998,1,Saint Louis,23.0,2001-02
Mark Blount,Boston Celtics,213.36,USA,1997,2,Pittsburgh,26.0,2001-02
Marcus Fizer,Chicago Bulls,205.74,USA,2000,1,Iowa State,23.0,2001-02
Marcus Camby,New York Knicks,210.82,USA,1996,1,Massachusetts,28.0,2001-02
Marc Jackson,Minnesota Timberwolves,208.28,USA,1997,2,Temple,27.0,2001-02
Mamadou N'diaye,Toronto Raptors,213.36,Senegal,2000,1,Auburn,27.0,2001-02
Malik Rose,San Antonio Spurs,200.66,USA,1996,2,Drexel,27.0,2001-02
Malik Allen,Miami Heat,208.28,USA,Undrafted,Undrafted,Villanova,24.0,2001-02
Lucious Harris,New Jersey Nets,195.58,USA,1993,2,Long Beach State,31.0,2001-02
Lorenzen Wright,Memphis Grizzlies,210.82,USA,1996,1,Memphis,26.0,2001-02
Loren Woods,Minnesota Timberwolves,215.9,USA,2001,2,Arizona,24.0,2001-02
Lindsey Hunter,Los Angeles Lakers,187.96,USA,1993,1,Jackson State,31.0,2001-02
Leon Smith,Atlanta Hawks,208.28,USA,1999,1,,21.0,2001-02
Lee Nailon,Charlotte Hornets,205.74,USA,1999,2,Texas Christian,27.0,2001-02
Lawrence Funderburke,Sacramento Kings,205.74,USA,1994,2,Ohio State,31.0,2001-02
Lavor Postell,New York Knicks,195.58,USA,2000,2,St. John's (NY),24.0,2001-02
Latrell Sprewell,New York Knicks,195.58,USA,1992,1,Alabama,31.0,2001-02
Larry Robinson,New York Knicks,190.5,USA,Undrafted,Undrafted,Centenary (LA),34.0,2001-02
Kedrick Brown,Boston Celtics,200.66,USA,2001,1,Northwest Florida State,21.0,2001-02
Jamal Crawford,Chicago Bulls,195.58,USA,2000,1,Michigan,22.0,2001-02
Karl Malone,Utah Jazz,205.74,USA,1985,1,Louisiana Tech,38.0,2001-02
Jumaine Jones,Cleveland Cavaliers,203.2,USA,1999,1,Georgia,23.0,2001-02
Jelani McCoy,Los Angeles Lakers,208.28,USA,1998,2,UCLA,24.0,2001-02
Jeff Trepagnier,Cleveland Cavaliers,193.04,USA,2001,2,Southern California,22.0,2001-02
Jeff McInnis,Los Angeles Clippers,193.04,USA,1996,2,North Carolina,27.0,2001-02
Jeff Foster,Indiana Pacers,210.82,USA,1999,1,Texas State,25.0,2001-02
Jason Williams,Memphis Grizzlies,185.42,USA,1998,1,Florida,26.0,2001-02
Jason Terry,Atlanta Hawks,187.96,USA,1999,1,Arizona,24.0,2001-02
Jason Richardson,Golden State Warriors,198.12,USA,2001,1,Michigan State,21.0,2001-02
Jermaine Jackson,Toronto Raptors,195.58,USA,Undrafted,Undrafted,Detroit Mercy,26.0,2001-02
Jason Kidd,New Jersey Nets,193.04,USA,1994,1,California,29.0,2001-02
Jason Collins,New Jersey Nets,213.36,USA,2001,1,Stanford,23.0,2001-02
Jason Collier,Houston Rockets,213.36,USA,2000,1,Georgia Tech,24.0,2001-02
Jason Caffey,Milwaukee Bucks,203.2,USA,1995,1,Alabama,29.0,2001-02
Jarron Collins,Utah Jazz,210.82,USA,2001,2,Stanford,23.0,2001-02
Jaren Jackson,Orlando Magic,198.12,USA,Undrafted,Undrafted,Georgetown,34.0,2001-02
Jamison Brewer,Indiana Pacers,187.96,USA,2001,2,Auburn,21.0,2001-02
James Posey,Denver Nuggets,203.2,USA,1999,1,Xavier,25.0,2001-02
Jason Hart,San Antonio Spurs,187.96,USA,2000,2,Syracuse,24.0,2001-02
Jermaine O'Neal,Indiana Pacers,210.82,USA,1996,1,,23.0,2001-02
Jerome James,Seattle SuperSonics,215.9,USA,1998,2,Florida A&M,26.0,2001-02
Jerome Moiso,Charlotte Hornets,208.28,France,2000,1,UCLA,24.0,2001-02
Jud Buechler,Orlando Magic,198.12,USA,1990,2,Arizona,34.0,2001-02
Joseph Forte,Boston Celtics,193.04,USA,2001,1,North Carolina,21.0,2001-02
Jonathan Bender,Indiana Pacers,213.36,USA,1999,1,,21.0,2001-02
Jon Barry,Detroit Pistons,195.58,USA,1992,1,Georgia Tech,32.0,2001-02
Johnny Newman,Dallas Mavericks,200.66,USA,1986,2,Richmond,38.0,2001-02
John Wallace,Phoenix Suns,205.74,USA,1996,1,Syracuse,28.0,2001-02
John Stockton,Utah Jazz,185.42,USA,1984,1,Gonzaga,40.0,2001-02
John Starks,Utah Jazz,195.58,USA,Undrafted,Undrafted,Oklahoma State,36.0,2001-02
John Crotty,Utah Jazz,185.42,USA,Undrafted,Undrafted,Virginia,32.0,2001-02
John Amaechi,Utah Jazz,208.28,England,Undrafted,Undrafted,Penn State,31.0,2001-02
Joel Przybilla,Milwaukee Bucks,215.9,USA,2000,1,Minnesota,22.0,2001-02
Joe Smith,Minnesota Timberwolves,208.28,USA,1995,1,Maryland,26.0,2001-02
Joe Johnson,Phoenix Suns,200.66,USA,2001,1,Arkansas,21.0,2001-02
Joe Crispin,Phoenix Suns,182.88,USA,Undrafted,Undrafted,Penn State,22.0,2001-02
Jim Jackson,Miami Heat,198.12,USA,1992,1,Ohio State,31.0,2001-02
Jeryl Sasser,Orlando Magic,198.12,USA,2001,1,Southern Methodist,23.0,2001-02
Jerry Stackhouse,Detroit Pistons,198.12,USA,1995,1,North Carolina,27.0,2001-02
Juwan Howard,Denver Nuggets,205.74,USA,1994,1,Michigan,29.0,2001-02
Jerome Williams,Toronto Raptors,205.74,USA,1996,1,Georgetown,29.0,2001-02
Nick Van Exel,Dallas Mavericks,185.42,USA,1993,2,Cincinnati,30.0,2001-02
Chris Whitney,Washington Wizards,182.88,USA,1993,2,Clemson,30.0,2001-02
Carlos Rogers,Indiana Pacers,210.82,USA,1994,1,Tennessee State,31.0,2001-02
Cedric Henderson,Golden State Warriors,200.66,USA,1997,2,Memphis,27.0,2001-02
Charles Oakley,Chicago Bulls,205.74,USA,1985,1,Virginia Union,38.0,2001-02
Charles Smith,San Antonio Spurs,193.04,USA,1997,1,New Mexico,26.0,2001-02
Charlie Bell,Dallas Mavericks,190.5,USA,Undrafted,Undrafted,Michigan State,23.0,2001-02
Charlie Ward,New York Knicks,187.96,USA,1994,1,Florida State,31.0,2001-02
Carlos Arroyo,Denver Nuggets,187.96,Puerto Rico,Undrafted,Undrafted,Florida International,22.0,2001-02
Chauncey Billups,Minnesota Timberwolves,190.5,USA,1997,1,Colorado,25.0,2001-02
Chris Andersen,Denver Nuggets,208.28,USA,Undrafted,Undrafted,Blinn,23.0,2001-02
Chris Childs,Toronto Raptors,190.5,USA,Undrafted,Undrafted,Boise State,34.0,2001-02
Chris Crawford,Atlanta Hawks,205.74,USA,1997,2,Marquette,27.0,2001-02
Chris Dudley,Portland Trail Blazers,210.82,USA,1987,4,Yale,37.0,2001-02
Chris Gatling,Miami Heat,208.28,USA,1991,1,Old Dominion,34.0,2001-02
Chris Mihm,Cleveland Cavaliers,213.36,USA,2000,1,Texas,22.0,2001-02
Cherokee Parks,San Antonio Spurs,210.82,USA,1995,1,Duke,29.0,2001-02
Chris Mills,Golden State Warriors,200.66,USA,1993,1,Arizona,32.0,2001-02
Calvin Booth,Seattle SuperSonics,210.82,USA,1999,2,Penn State,26.0,2001-02
Cal Bowdler,Atlanta Hawks,208.28,USA,1999,1,Old Dominion,25.0,2001-02
Brandon Armstrong,New Jersey Nets,195.58,USA,2001,1,Pepperdine,22.0,2001-02
Brendan Haywood,Washington Wizards,213.36,USA,2001,1,North Carolina,22.0,2001-02
Brent Barry,Seattle SuperSonics,198.12,USA,1995,1,Oregon State,30.0,2001-02
Brent Price,Sacramento Kings,185.42,USA,1992,2,Oklahoma,33.0,2001-02
Brevin Knight,Memphis Grizzlies,177.8,USA,1997,1,Stanford,26.0,2001-02
Brian Cardinal,Detroit Pistons,203.2,USA,2000,2,Purdue,25.0,2001-02
Calbert Cheaney,Denver Nuggets,200.66,USA,1993,1,Indiana,30.0,2001-02
Brian Grant,Miami Heat,205.74,USA,1994,1,Xavier,30.0,2001-02
Brian Skinner,Cleveland Cavaliers,205.74,USA,1998,1,Baylor,26.0,2001-02
Bruce Bowen,San Antonio Spurs,200.66,USA,Undrafted,Undrafted,Cal State-Fullerton,31.0,2001-02
Bruno Sundov,Indiana Pacers,218.44,Croatia,1998,2,,22.0,2001-02
Bryant Stith,Cleveland Cavaliers,195.58,USA,1992,1,Virginia,31.0,2001-02
Bryce Drew,Charlotte Hornets,190.5,USA,1998,1,Valparaiso,27.0,2001-02
Bryon Russell,Utah Jazz,200.66,USA,1993,2,Long Beach State,31.0,2001-02
Brian Scalabrine,New Jersey Nets,205.74,USA,2001,2,Southern California,24.0,2001-02
Chris Webber,Sacramento Kings,208.28,USA,1993,1,Michigan,29.0,2001-02
Christian Laettner,Washington Wizards,210.82,USA,1992,1,Duke,32.0,2001-02
Chucky Atkins,Detroit Pistons,180.34,USA,Undrafted,Undrafted,South Florida,27.0,2001-02
Danny Manning,Dallas Mavericks,208.28,USA,1988,1,Kansas,36.0,2001-02
Darius Miles,Los Angeles Clippers,205.74,USA,2000,1,,20.0,2001-02
Darrell Armstrong,Orlando Magic,185.42,USA,Undrafted,Undrafted,Fayetteville State,34.0,2001-02
Darrick Martin,Dallas Mavericks,180.34,USA,Undrafted,Undrafted,UCLA,31.0,2001-02
Darvin Ham,Milwaukee Bucks,200.66,USA,Undrafted,Undrafted,Texas Tech,28.0,2001-02
David Robinson,San Antonio Spurs,215.9,USA,1987,1,Navy,36.0,2001-02
Danny Fortson,Golden State Warriors,203.2,USA,1997,1,Cincinnati,26.0,2001-02
David Wesley,Charlotte Hornets,185.42,USA,Undrafted,Undrafted,Baylor,31.0,2001-02
DeShawn Stevenson,Utah Jazz,195.58,USA,2000,1,,21.0,2001-02
Dean Garrett,Golden State Warriors,210.82,USA,1988,2,Indiana,35.0,2001-02
Dean Oliver,Golden State Warriors,180.34,USA,Undrafted,Undrafted,Iowa,23.0,2001-02
Dee Brown,Orlando Magic,185.42,USA,1990,1,Jacksonville,33.0,2001-02
Dell Curry,Toronto Raptors,195.58,USA,1986,1,Virginia Tech,38.0,2001-02
DerMarr Johnson,Atlanta Hawks,205.74,USA,2000,1,Cincinnati,22.0,2001-02
DeSagana Diop,Cleveland Cavaliers,213.36,Senegal,2001,1,,20.0,2001-02
Danny Ferry,San Antonio Spurs,208.28,USA,1989,1,Duke,35.0,2001-02
Daniel Santiago,Phoenix Suns,215.9,Puerto Rico,Undrafted,Undrafted,Saint Vincent,26.0,2001-02
Dana Barros,Detroit Pistons,180.34,USA,1989,1,Boston College,35.0,2001-02
Chucky Brown,Sacramento Kings,203.2,USA,1989,2,North Carolina State,34.0,2001-02
Clar. Weatherspoon,New York Knicks,200.66,USA,1992,1,Southern Mississippi,31.0,2001-02
Clifford Robinson,Detroit Pistons,208.28,USA,1989,2,Connecticut,35.0,2001-02
Corey Maggette,Los Angeles Clippers,198.12,USA,1999,1,Duke,22.0,2001-02
Corie Blount,Philadelphia 76ers,208.28,USA,1993,1,Cincinnati,33.0,2001-02
